Experiment_ID,Algorithm,Configuration,Feature_Set,Scaler,K,Inertia,Silhouette,Davies_Bouldin,Calinski_Harabasz,Smallest_Cluster_Percentage,Largest_Cluster_Percentage,Noise_Percentage,BIC,Min_Samples,Distance_Quantile,Epsilon
GaussianMixture_Enhanced_Log_StandardScaler_k3,GaussianMixture,Enhanced_Log_StandardScaler,,,3,,0.17106080054907716,1.9267081795792522,1092.4786157369313,15.897554222427319,49.40009229349331,0.0,2735.488682926219,,,
Agglomerative_Enhanced_Log_StandardScaler_k4,Agglomerative,Enhanced_Log_StandardScaler,,,4,,0.16955578817112832,1.5119099841101982,1652.6420032938693,14.005537609598523,41.5089986155976,0.0,,,,
GaussianMixture_Enhanced_Log_StandardScaler_k4,GaussianMixture,Enhanced_Log_StandardScaler,,,4,,0.14072337957128644,1.4501035913686042,1080.514385575024,3.1610521458237195,45.7544993077988,0.0,2442.8375805449705,,,
Agglomerative_Enhanced_Log_StandardScaler_k5,Agglomerative,Enhanced_Log_StandardScaler,,,5,,0.1901634917655286,1.3830398067474665,1600.1909123588669,14.005537609598523,25.957544993077985,0.0,,,,
GaussianMixture_Enhanced_Log_StandardScaler_k5,GaussianMixture,Enhanced_Log_StandardScaler,,,5,,0.08184681576611239,1.8591262725688231,896.9727433481789,3.068758652514998,34.679280110752195,0.0,1761.9604644142391,,,
Agglomerative_Enhanced_Log_StandardScaler_k6,Agglomerative,Enhanced_Log_StandardScaler,,,6,,0.1762807108365098,1.3330807077324727,1498.8832153218718,5.722196585140748,24.43470235348408,0.0,,,,
GaussianMixture_Enhanced_Log_StandardScaler_k6,GaussianMixture,Enhanced_Log_StandardScaler,,,6,,0.06230540475801089,2.194036670291341,780.9070389283542,2.0996769727734192,34.679280110752195,0.0,-6396.437357385899,,,
Agglomerative_Enhanced_Log_StandardScaler_k7,Agglomerative,Enhanced_Log_StandardScaler,,,7,,0.17259205655822338,1.3518936166819984,1397.6842645731224,4.153207198892478,24.43470235348408,0.0,,,,
GaussianMixture_Enhanced_Log_StandardScaler_k7,GaussianMixture,Enhanced_Log_StandardScaler,,,7,,0.03482837426029301,2.7778547379167238,652.119609860391,1.868943239501615,34.679280110752195,0.0,-10874.419762128051,,,
Agglomerative_Enhanced_Log_StandardScaler_k8,Agglomerative,Enhanced_Log_StandardScaler,,,8,,0.16142303640410546,1.3986579918388737,1340.8282980961271,4.153207198892478,20.23534840793724,0.0,,,,
GaussianMixture_Enhanced_Log_StandardScaler_k8,GaussianMixture,Enhanced_Log_StandardScaler,,,8,,0.03703325161001896,2.6174951578123795,642.5988911641822,1.9612367328103368,32.74111675126903,0.0,-11003.182206833173,,,
Agglomerative_Enhanced_Log_RobustScaler_k3,Agglomerative,Enhanced_Log_RobustScaler,,,3,,0.22858291617331783,1.2347780916020337,2038.7113788942854,23.027226580526072,53.36871250576834,0.0,,,,
GaussianMixture_Enhanced_Log_RobustScaler_k3,GaussianMixture,Enhanced_Log_RobustScaler,,,3,,0.163124358625527,2.009753484531504,978.7666130858432,15.897554222427319,49.40009229349331,0.0,-10030.411225090156,,,
Agglomerative_Enhanced_Log_RobustScaler_k4,Agglomerative,Enhanced_Log_RobustScaler,,,4,,0.22163061545430154,1.2805387376379056,1882.4379191941002,16.335948315643748,37.032764190124595,0.0,,,,
GaussianMixture_Enhanced_Log_RobustScaler_k4,GaussianMixture,Enhanced_Log_RobustScaler,,,4,,0.12398872049224703,1.5246258081609247,984.3555961429153,2.9072450392247347,43.44716197508075,0.0,-10347.566377354398,,,
Agglomerative_Enhanced_Log_RobustScaler_k5,Agglomerative,Enhanced_Log_RobustScaler,,,5,,0.1933569302032993,1.269369526348899,1672.365180633585,10.65989847715736,26.372865712967236,0.0,,,,
GaussianMixture_Enhanced_Log_RobustScaler_k5,GaussianMixture,Enhanced_Log_RobustScaler,,,5,,0.06798389356009506,1.9207115027546038,813.7750942527382,2.976465159206276,34.679280110752195,0.0,-11011.64752683873,,,
Agglomerative_Enhanced_Log_RobustScaler_k6,Agglomerative,Enhanced_Log_RobustScaler,,,6,,0.17982899535795158,1.2855534669583368,1539.167094539996,6.275957544993078,26.372865712967236,0.0,,,,
GaussianMixture_Enhanced_Log_RobustScaler_k6,GaussianMixture,Enhanced_Log_RobustScaler,,,6,,0.038587428591447745,2.2097116900758285,699.4858095449621,2.3996308260267654,34.679280110752195,0.0,-18282.911522471637,,,
Agglomerative_Enhanced_Log_RobustScaler_k7,Agglomerative,Enhanced_Log_RobustScaler,,,7,,0.18410096052400166,1.2787549595646968,1456.0854130412667,2.930318412551915,26.372865712967236,0.0,,,,
GaussianMixture_Enhanced_Log_RobustScaler_k7,GaussianMixture,Enhanced_Log_RobustScaler,,,7,,0.010326871011781836,2.366040752740917,587.248446688823,2.0996769727734192,34.679280110752195,0.0,-18469.813499898566,,,
